,Tweet,Emotion
205,"RT @noiserawker: Tillerson Trump's SoS: Assad can stay

Assad: gasses civilians including young children

Trump: Obama's fault!

#Syria",Fear
206,"RT @siemaiqbal: The human race at its worst.

Shame on us all.

#idlib 

#syria 

#SyriaChemicalAttack",Fear
207,"RT @Partisangirl: ""Tomorrow were going to create a media story about a ""chlorine"" gas attack  later changed to sarin even though #Syria govâ¦",Fear
208,RT @EatingMyPeaz: .@LccSy @whitehelmets_sy Via @whitehelmets_sy #Syria  Idlib: 16 photos of victims of CW airstrike on Khan Sheikhoun. 4 Apâ¦,Joy
209,RT @ReaganBattalion: Assad is a monster  so is Putin. #Syria https://t.co/EW77scsxZv,Fear
210,@TurtleWoman777 @omi_dmd @Marcnelsonart @Mr_Alhamdo @RevolutionSyria @ajplus @shawncarrie @SyriaCivilDefâ¦ https://t.co/5QVnjhfZYt,Surprise
211,RT @sakirkhader: #Syria: At least 80 civilians killed in multiple Russian and regime airstrikes across rebel-held parts of Damascus and Idlâ¦,Fear
212,"RT @maytham956: Terrorist Mohammed Alloush is not a gas expert  he is just one of the participants in the crime!
#Idlib #Syria https://t.coâ¦",Surprise
213,RT @Evan_McMullin: When free world leaders turn a blind eye to human rights  tyrants accelerate their unspeakable atrocities. #Syria https:â¦,Fear
214,"67 killed  200 injured in #Assad poisonous gas attack on #Idlib #Khan_Shaykhun https://t.co/VfLfuitOgl  #Syria #IranOutOfSyria 
#UNSC",Fear
215,"RT @Aaditweetz: Disclaimer: 
This is for those ""firqa parasts"" who cry for one genocide and support other one secretly. #Syria  https://t.câ¦",Fear
216,"Who smells bullshit #IdlibAttack #syria #assad 
https://t.co/FzQTyCD489",Fear
217,"RT @nia4_trump: Death toll in #Syria now reportedly over 100. In 2013  the US backed ""rebels"" used sarin gas as a #falseflag in attempt toâ¦",Fear
218,RT @AFPblogs: 'The first thing that hits you is the smell' - covering suspect #chemical attack in #syria @AFPblogs @omarhajkadour https://tâ¦,Fear
219,RT @AymanM: Dozens killed in suspected chemical attack on Syria's Idlib Province #syria #idlib https://t.co/C5K0ZWISRn,Sadness
220,RT @Evan_McMullin: When free world leaders turn a blind eye to human rights  tyrants accelerate their unspeakable atrocities. #Syria https:â¦,Fear
221,RT @peterdaou: Obama's #Syria policy wasn't perfect  but for the Trump administration to blame him for an atrocity like this is beyond reprâ¦,Fear
222,RT @Evan_McMullin: When free world leaders turn a blind eye to human rights  tyrants accelerate their unspeakable atrocities. #Syria https:â¦,Fear
223,RT @janatulnaeem02: #Syria Chaos in front of #WhiteHelmets headquarter in Khan Sheikun #Idlib after airstrike Sarin toxic gas. https://t.coâ¦,Surprise
224,While he now blames Obama  let's not forget what @realDonaldTrump thought before about intervention in #Syria.â¦ https://t.co/qmgBmxl7SZ,Joy
225,"RT @AmyALaPorte: President Donald Trump's statement on #Syria #Sarinattack slams Obama's inaction on ""red line"" but offers no clarity on fuâ¦",Surprise
226,"RT @nia4_trump: Death toll in #Syria now reportedly over 100. In 2013  the US backed ""rebels"" used sarin gas as a #falseflag in attempt toâ¦",Fear
227,"RT @leeellie811: #Syria #Siria 
If only... https://t.co/UeRPWvT2D2",Sadness
228,#Syria #FakeNews war propaganda - same as in the recent chem attack. Plus  #Wikileaks showed us who the bad guys arâ¦ https://t.co/YtZujhP9SE,Fear
229,"RT @BBCBreaking: UK PM @theresa_may calls for investigation into suspected chemical attack in Idlib  #Syria 

https://t.co/jyX7WEFCn0 httpsâ¦",Fear
230,RT @Partisangirl: If #Syria still had Sarin  wouldn't they have used it on #ISIS in Palmyra in order to keep the artifacts intact?,Fear
231,RT @bradmeltzer: Embarrassing. Don't use this to blame Obama. Fix the #Syria policy. That's what being President means. Putin is complicit.â¦,Fear
232,"RT @Hamletgarcia17: Children should never pay for the mistakes of adults #syria     
@realDonaldTrump @RevJJackson @UN @USEmbassySyria #Basâ¦",Fear
233,RT @digby56: He was against it before he was for it #Syria https://t.co/DiZOqWgL93,Surprise
234,RT @TheArabSource: Op/Ed: something is not adding up with the #Idlib chemical weapons attack https://t.co/alXV3abWQv #Syria,Surprise
235,RT @maytham956: Have you ever seen someone who was exposed to chemical weapons while taking a selfie?!! Well it happens only in #Syria httpâ¦,Fear
236,RT @TheArabSource: In pictures: Islamist rebels bombard #Christian city in central #Syria https://t.co/6xDpL1zcJc,Fear
237,RT @Evan_McMullin: When free world leaders turn a blind eye to human rights  tyrants accelerate their unspeakable atrocities. #Syria https:â¦,Fear
238,RT @Politics_PR: #Syria and Trump Hypocrisy: Blaming Syrian Chemical Attack on Obama https://t.co/VhY9nycDcU #tcot #MAGA https://t.co/pAlttâ¦,Fear
239,RT @peterdaou: Obama's #Syria policy wasn't perfect  but for the Trump administration to blame him for an atrocity like this is beyond reprâ¦,Fear
240,RT @preemptivelove: We're going live on FB in 10 min to talk about today's alleged chemical attack in #Syria and how we're responding. httpâ¦,Joy
241,RT @LotteLeicht1: Here is @HRW's February report on coordinated chemical attacks on #Aleppo carried out by #Syria govt forces.  https://t.câ¦,Surprise
242,"RT @nia4_trump: Death toll in #Syria now reportedly over 100. In 2013  the US backed ""rebels"" used sarin gas as a #falseflag in attempt toâ¦",Fear
243,RT @peterdaou: Obama isn't president. The tough-talkers can show us how THEY respond to atrocities in #Syria. https://t.co/1Mz1MrSz5x,Fear
244,RT @Evan_McMullin: When free world leaders turn a blind eye to human rights  tyrants accelerate their unspeakable atrocities. #Syria https:â¦,Fear
245,"RT @FSAPlatform: #Syria || #EastGhouta

#Video: Violent regime strikes hit #Douma  wounded civilians remain trapped under the rubble:
httpsâ¦",Fear
246,Baby Bat Burritos #Funnyanimal #babybat #Syria #Pepsi https://t.co/dlbqr53N8Z,Joy
247,Tiny Hamster's Best Day Ever at Walt Disney World #cute #cuteanimal #Syria #Pepsi https://t.co/0ErRULb7Af,Surprise
248,Whatâs in this bucket will make you want to win your next bucket challenge! #slothbucket #cutesloths #Syria #Pepsi https://t.co/IAj9Xy0GHd,Surprise
249,What this running baby rhino did after hearing his name will amaze you! #babyrhino #rihinoWarren #Syria #Pepsi https://t.co/zyUogiZGdO,Surprise
250,Before they can walk or talk the children of #Syria have learned definition of Hell On Earth,Fear
251,Hedgehog getting a gentle belly rub will bring you cuteness overload! #cutehedgehog #funnyhedgehog #Syria #Pepsi https://t.co/D5AWyMl0PF,Joy
252,Mom went out  and what the camera recorded in the flat will drive you crazy! #funnydog #adorabledog #Syria #Pepsi https://t.co/YXeGZcLb9N,Joy
253,What this boy did is the next life hack you need to haveâ¦ #trash #throwtrash #Syria #Pepsi https://t.co/4ThYJRBgar,Fear
254,This is what will happen if you run into a bear on the street in NYC... #bearprank #bearprankinNYC #Syria #Pepsi https://t.co/7OhpZDeNKH,Fear
255,RT @MBA_AlThani_: Pleased to meet @FedericaMog in #Brussels today. Discussed agenda of #syriaconf2017 and recent developments in #Syria. htâ¦,Fear
256,The two front line organizations in #Syria that I recommend donating to are @SyriaCivilDef and @sams_usa âí ¼í¿¼í ½í¹í ¼í¿¼í ½í²í ¼í¼,Fear
257,Guitarist played on the street  but who his audience was will surprise you! #guitarplayer #cutekittens #Syria #Pepsi https://t.co/WMbN9AcnlR,Surprise
258,Don't Ask Will Ferrell About Professor Feathers #Amazing #funny #Syria #Pepsi https://t.co/GcrJ40GfDZ,Fear
259,Gary and the Seal in the Scilly Isles #seal #cuteseaseal #Syria #Pepsi https://t.co/uoPTqeKxZf,Surprise
260,"Frozen - Olaf sings his ""In Summer"" song #funnymovie #funnyscenes #Syria #Pepsi https://t.co/lCODDyF6fm",Joy
261,"RT @nia4_trump: Death toll in #Syria now reportedly over 100. In 2013  the US backed ""rebels"" used sarin gas as a #falseflag in attempt toâ¦",Fear
262,Using Siri To Get Married #getmarried #usingsiri #Syria #Pepsi https://t.co/lDouMSlqES,Surprise
263,RT @StateDept: .@JohnKerry: Today the last 8% of declared chemical weapons were removed from #Syria. Great work done by all involved http:/â¦,Joy
264,RT @peterdaou: Obama's #Syria policy wasn't perfect  but for the Trump administration to blame him for an atrocity like this is beyond reprâ¦,Fear
265,Hillary Clinton SNL Cold Open #Funnyvideo #snlvideo #Syria #Pepsi https://t.co/VmwmdMm44Y,Surprise
266,"RT @maytham956: Terrorist Mohammed Alloush is not a gas expert  he is just one of the participants in the crime!
#Idlib #Syria https://t.coâ¦",Surprise
267,"RT @ali_axhar: Why #Pakistan Media is silent ??? While children are being gassed with nerve gas. Heart wrenching!!#Syria 
 https://t.co/9ixâ¦",Sadness
268,What this dog contributed to his family will surprise you! #helpfuldog #cutehelpfuldog #Syria #Pepsi https://t.co/uGIGmPebOC,Surprise
269,RT @Evan_McMullin: When free world leaders turn a blind eye to human rights  tyrants accelerate their unspeakable atrocities. #Syria https:â¦,Fear
270,Two Cutest Guinea Pigs Eating One Long Blade of Grass #guineapig #guineapigs #Syria #Pepsi https://t.co/eQs0jPo1bd,Surprise
271,Cute Labrador Stella Likes Jumping in Leaves #cutelabrador #funnylabrador #Syria #Pepsi https://t.co/R11BlBdqXj,Joy
272,RT @KyDems: @jimsciutto @jimsciutto  it's a shame that Trump reacted faster to condemn Meryl Streep than the attack in #Syria: https://t.coâ¦,Fear
273,Seeing what Boston Dynamicâs new robots can do will leave you tremblingâ¦ #bostondynamic #Atlasrobots #Syria #Pepsi https://t.co/q4W3sLldvE,Surprise
274,RT @FalahMustafa: I Strongly Condemn #ChemicalAttack in #Idlib #Syria. It's Tragic to See Innocent Civilians Pay the Price for the Inactionâ¦,Fear
275,World inaction in #Syria #SyriaChemicalAttack - @Pontifex Pancho  we as Church should do something che!! - let's practice what we preach.í ½íµâ®ï¸,Joy
276,Whatâs in this bucket will make you want to win your next bucket challenge! #slothbucket #cutesloths #Syria #Pepsi https://t.co/SJc4b28o1m,Surprise
277,Human experimentation is never okay. #DumpTrump #Syria #UpToThePeople #StopPresidentBannon @SenSanders @ninaturner https://t.co/diQBGjTqPA,Joy
278,A Seagull Can Do Welsh Dancing #Funnyanimal #funnyseagull #Syria #Pepsi https://t.co/gAG45iEYui,Joy
279,RT @peterdaou: Obama's #Syria policy wasn't perfect  but for the Trump administration to blame him for an atrocity like this is beyond reprâ¦,Fear
280,This is what you should do if your cat falls asleep and starts to dream... #cat #cutecat #Syria #Pepsi https://t.co/ftpPyJdtY9,Fear
281,"#Trump should think of this as he callously blames others for #Syria.
#Empathy
#Compassion https://t.co/FOcifWisXg",Fear
282,RT @CT101st: My voice may be quiet in a world of noise  Stop killing your own people. #Syria https://t.co/aAJlOE0eHJ,Anger
283,Clumsy Baby Elephant #Funnyanimal #funnyelephant #Syria #Pepsi https://t.co/5D8B9ACqoI,Joy
284,Stingray jumps onto ramp for food #Funnyanimal #adorable #Syria #Pepsi https://t.co/e3ZHTXtcyC,Surprise
285,How these cats were playing with a special friend will crack you up! #funnycats #hilariouscats #Syria #Pepsi https://t.co/kOiqQ9Em89,Surprise
286,Robbie Maddison Surfing on a Motorcycle #Surf #surfing #Syria #Pepsi https://t.co/XvBZSKZlNS,Fear
287,My love bird does not like her shorter tail #Funnyvideos #Funnybirds #Syria #Pepsi https://t.co/riQtoYGVu8,Fear
288,"RT @MintPressNews: .@netanyahu doesn't care about children nor #ChemicalWeapons - he just wants regime change in #Syria

https://t.co/RLmnOâ¦",Surprise
289,Adorable Little Boy Has a Cat Situation #cat #kitten #Syria #Pepsi https://t.co/X9LjdNbtjc,Surprise
290,Incredible Basset Hound Clown Car #funnybasset #funnydogvideo #Syria #Pepsi https://t.co/lXQhduGcY8,Surprise
291,"RT @Free_Media_Hub: *Assad to the Hague 
Petition click to add your name  now https://t.co/fHgwUyukAL  #Syria #idlib https://t.co/urfmCJcRdX",Fear
292,This is what will happen when your cat meets you again after a long timeâ¦ #cat #cutecat #Syria #Pepsi https://t.co/I6hQbjDheF,Surprise
293,I can't put my grief into words right now. #syria https://t.co/TvREpffa8d,Anger
294,Dog Says Mama and Baby Can't #Funny #Dogs #Syria #Pepsi https://t.co/IcNLW6GCmb,Surprise
295,"RT @Partisangirl: ""Tomorrow were going to create a media story about a ""chlorine"" gas attack  later changed to sarin even though #Syria govâ¦",Fear
296,Funny Compilation: Pets Vs. Technology #cutedog #cutecat #Syria #Pepsi https://t.co/bxB3wwm5JG,Fear
297,"@peterdaou @babygirl8784 Our policy in #Syria should have been "" leave it the fuck alone"".",Anger
298,RT @HopeSarout: Assad is killing the children of #Idlib #Syria with poisonous gas  he must be stopped now. #RedLines #Syria https://t.co/06â¦,Fear
299,What this dog does when the owner turns off the TV will make you impressed! #dogbedroutine #funnydog #Syria #Pepsi https://t.co/CtBn0lY8XZ,Joy
300,"RT @nia4_trump: Death toll in #Syria now reportedly over 100. In 2013  the US backed ""rebels"" used sarin gas as a #falseflag in attempt toâ¦",Fear
301,Great Dane puppy doesn't want to wake up #Funnyanimal #funnypuppy #Syria #Pepsi https://t.co/0rJc1FDP1x,Joy
302,Cute baby elephant's first steps #Funnyanimal #funnyelephant #Syria #Pepsi https://t.co/IRBigLvTr9,Surprise
303,"RT @Partisangirl: ""Tomorrow were going to create a media story about a ""chlorine"" gas attack  later changed to sarin even though #Syria govâ¦",Fear
304,As #Syria Crumbles  a Doctor Persists https://t.co/cTljAZ6lRC https://t.co/2mNsOGqpYK,Surprise
305,Black lab dog body slides in the snow #Funnyanimal #funnydog #Syria #Pepsi https://t.co/svKETeVRHt,Joy
306,RT @NaplesResists: .@repkinzinger: We beg you. Be a voice for #Syria-n babies. Speak up again #chemicalattacks. #Idlib https://t.co/DQHQ1STâ¦,Surprise
307,Baby rhino discovering snow will be the cutest thing you will see today! #babyrhino #cutebabyrhino #Syria #Pepsi https://t.co/GDIHeMECHD,Joy
308,RT @SenRubioPress: Another reported chemical attack in #Syria  the latest reminder Assad is a war criminal. U.S. can never partner with himâ¦,Joy
309,RT @RadioFreeTom: This revisionist history about Obama being shut down by Congress in #Syria is among the worst kinds of bullshit there isâ¦,Fear
310,RT @worldonalert: #Idlib: The #Syria|n twins Ahmad &amp; Aya (9 months old) before and after they were gassed by #Assad today. https://t.co/OQBâ¦,Sadness
311,Kitties hiding in a boot will be the cutest thing you will see today! #cutekitties #funnykitties #Syria #Pepsi https://t.co/2JAgov8T7P,Surprise
312,RT @UniteWomenOrgNY: People of intellect endeavor 2 find solutions; fools prefer 2 fix blame. #Syria #ChemicalAttack #TrumpRussia https://tâ¦,Surprise
313,RT @UniteWomenOrgNY: People of intellect endeavor 2 find solutions; fools prefer 2 fix blame. #Syria #ChemicalAttack #TrumpRussia https://tâ¦,Surprise
314,What this well-dressed dog did in the hospital will crack you up! #welldresseddog #walkingdog #Syria #Pepsi https://t.co/OYHN9H8kMA,Surprise
315,"RT @Hamletgarcia17: Children should never pay for the mistakes of adults #syria     
@realDonaldTrump @RevJJackson @UN @USEmbassySyria #Basâ¦",Fear
316,Giant Star Wars LEGO Super Star Destroyer Shattered in Slow Motion #Amazing #slowmotion #Syria #Pepsi https://t.co/EaOmi7JXVn,Fear
317,RT @Evan_McMullin: When free world leaders turn a blind eye to human rights  tyrants accelerate their unspeakable atrocities. #Syria https:â¦,Fear
318,Blaming and selling more weapons doesn't help bring back these lives. When will they stop killing our brothers + siâ¦ https://t.co/3RdQKfNHSS,Sadness
319,The Dog  Shiva Working as a Store Clerk #cutedog #adorabledog #Syria #Pepsi https://t.co/mwOqv5HnK3,Joy
320,"RT @RevolutionSyria: Retweet more than you talk.
They need your voice.
#Putin_Assad_Genocide
#World_Complicity
#Syria https://t.co/K9ehddXCâ¦",Sadness
321,Lovely Owls #Funnyanimal #funnyowl #Syria #Pepsi https://t.co/WN1kXG2pXQ,Joy
322,The last few days  or even years  so many tragic happen to all the #innocences. Its breaks my #heart to hear horrible #news. #Syria #Russia,Joy
323,Transient Orca Punts a Seal 80 Feet into the Air near Victoria  BC #killerwhale #transientorca #Syria #Pepsi https://t.co/I2TQMklzbl,Fear
324,"RT @BBCWorld: UN: Reports chemical weapons used in Idlib  #Syria  especially on civilians  are ""extremely alarming &amp; disturbing""

https://tâ¦",Disgust
325,RT @NaplesResists: .@repkinzinger: #chemicalattacks in #Syria. Pls be a hero again. Denounce #Assad &amp; save our friends. https://t.co/DQHQ1Sâ¦,Joy
326,RT @peterdaou: Obama's #Syria policy wasn't perfect  but for the Trump administration to blame him for an atrocity like this is beyond reprâ¦,Fear
327,Cat took a ride with owner on a scooter  and how they did that will amaze you! #funnycat #adorablecat #Syria #Pepsi https://t.co/3ozsWYaB8V,Joy
328,Cute Baby Elephant Throwing a Tantrum #Funnyanimal #funnyelephant #Syria #Pepsi https://t.co/6CiFFRJxh2,Fear
329,RT @peterdaou: Obama's #Syria policy wasn't perfect  but for the Trump administration to blame him for an atrocity like this is beyond reprâ¦,Fear
330,I Told My Kids I Ate All Their Halloween Candy 2015 #Jimmykimmel #halloweenprank #Syria #Pepsi https://t.co/MRZrXprcku,Surprise
331,RT @sakirkhader: #Syria: At least 40 civilians killed  tens wounded in a heavy regime chemical attack on the rebel-held town of Khan Sheikhâ¦,Fear
332,Dogs just don't want to bathe - Funny dog bathing compilation #Funny #Dogs #Syria #Pepsi https://t.co/KnXZ959mGr,Fear
333,"RT @Free_Media_Hub: *Assad to the Hague 
Petition click to add your name https://t.co/fHgwUyukAL #Syria https://t.co/G9ADKOlCge",Surprise
334,What this boy did is the next life hack you need to haveâ¦ #trash #throwtrash #Syria #Pepsi https://t.co/R7GvKRPHRQ,Fear
335,And never think that Allah is unaware of what the wrongdoers do. He only delays them for a Day when eyes will stareâ¦ https://t.co/0z015yxMJd,Joy
336,Macaw Parrot Showers in a Sink #Funnyanimal #funnyparrot #Syria #Pepsi https://t.co/7mjp8xv9cB,Fear
337,"RT @peterdaou: Only evil MONSTERS intentionally use these gruesome weapons  let alone against children. 
#Syria https://t.co/KTLClkLoA4",Fear
338,Baby Deer Rescue and Release #babydeerrescue #rescuingadeer #Syria #Pepsi https://t.co/8TJblvZ7F3,Joy
339,RT @nayyeroar: One edit  not believes  he CAN. That's been the reality in #Syria for years. https://t.co/TGzgPapwX0,Sadness
340,Parks and Rec - Ron Swanson's Best Moments #funnymovie #funnyscenes #Syria #Pepsi https://t.co/zpIueiE0Dx,Joy
341,"RT @Partisangirl: ""Tomorrow were going to create a media story about a ""chlorine"" gas attack  later changed to sarin even though #Syria govâ¦",Fear
342,@realDonaldTrump I have huge respect for the Office of the Presidency  but you're such an asshole. #Syria #Trumprussia,Sadness
343,I just can't!! My heart breaks for what is happening in Syria. whatever your views are!! Humanity my God!!!!!!! #syria,Sadness
344,We Have a Dinosaur Pet! #Funny #Funnyvideo #Syria #Pepsi https://t.co/EQtvpbebst,Fear
345,"RT @LOrdreNet: So-called #Syria ""rebels"" are fleas paid with US currency  versed in spreading US lies  and committed to advocating US atrocâ¦",Fear
346,"RT @NaplesResists: SOS @RepKinzinger. We beg you to speak up for the children of #syria. ""Foaming at the mouth."" #assad https://t.co/DQHQ1Sâ¦",Fear
347,Hilarious Robots Falling Down Compilation #Funny #Funnyvideo #Syria #Pepsi https://t.co/8B8Rc7AcHb,Fear
348,RT @jacobinism: At first I was like [1 2 3] but then I was all [4]  @realDonaldTrump  #Syria #SyriaChemicalAttack https://t.co/PUT1CtBNOJ,Sadness
349,Tiny BBQ Party to Celebrate Independence Day! #Funnyanimal #adorable #Syria #Pepsi https://t.co/CoJnWj9vdP,Joy
350,"RT @FSAPlatform: #Syria || #KhanSheikhoun

Report publishes details of chemical attack - plane details  attack time  casualties + doctors pâ¦",Fear
351,Zimbabwe Bull Elephant Crashes Into Tourists at Mana Pools #amazingvideo #elephantattack #Syria #Pepsi https://t.co/SA8ZmQeqAJ,Surprise
352,Robbie Maddison Surfing on a Motorcycle #Surf #surfing #Syria #Pepsi https://t.co/zwASl0nARq,Fear
353,Llama Chase set to Yakety Sax #Funnyanimal #funnyllamas #Syria #Pepsi https://t.co/CxkghkG4E7,Surprise
354,Adorable Little Boy Has a Cat Situation #cat #kitten #Syria #Pepsi https://t.co/pVBBJtaif1,Surprise
355,RT @NaplesResists: SOS @nikkihaley We beg you. Be a voice for #Syria-n babies. Speak up again #chemicalattacks. #Idlib https://t.co/DQHQ1STâ¦,Surprise
356,Adorable Giraffe High Diving Animation #adorablevideo #giraffevideo #Syria #Pepsi https://t.co/B69EGfSg1U,Surprise
357,RT @Evan_McMullin: When free world leaders turn a blind eye to human rights  tyrants accelerate their unspeakable atrocities. #Syria https:â¦,Fear
358,"Chris Pratt and Jimmy Fallon Sing ""Nonsense Karaoke"" #Amazing #funny #Syria #Pepsi https://t.co/aA4PiNR4HE",Joy
359,RT @RFERL: France calls for UN Security Council meeting after suspected #Syria chemical attack. https://t.co/cTZ21QHLog https://t.co/61NhXqâ¦,Surprise
360,"Dark Lord Funk - Harry Potter Parody of ""Uptown Funk"" #Funny #amazing #Syria #Pepsi https://t.co/pqCyNNW8f0",Surprise
361,RT @ReaganBattalion: Assad is a monster  so is Putin. #Syria https://t.co/EW77scsxZv,Fear
362,This is what you should do to deal with the golden retriever puppy attack... #puppyattack #cutepuppy #Syria #Pepsi https://t.co/4o8goRB5VG,Surprise
363,This is heartbreaking. If humanity decided to help instead of playing the blame game  maybe we'd be healing insteadâ¦ https://t.co/nOD42nIciQ,Sadness
364,obama did it ..his red line got redded out #obamafail #syria,Fear
365,"RT @NaplesResists: SOS @nikkihaley We beg you to speak up for the children of #syria. ""Foaming at the mouth."" #assad https://t.co/DQHQ1STZKk",Fear
366,"RT @FSAPlatform: #Syria || #KhanSheikhoun

Report on chemical attack:
- Plane logo: Quds 1
- Plane type: Sukhoi 22
- Time: 0610am

More infâ¦",Fear
367,"RT @Free_Media_Hub2: *Assad to the Hague 
Petition click to add your name https://t.co/qCdg3wkG2s #Syria https://t.co/l51tVn6VJO",Surprise
368,RT @Evan_McMullin: When free world leaders turn a blind eye to human rights  tyrants accelerate their unspeakable atrocities. #Syria https:â¦,Fear
369,RT @LizziePhelan: #Ocalan's 1st home when he fled #Turkish military conscription  in #Kobane #Syria  turned into art exhibition for his bdaâ¦,Fear
370,RT @Politics_PR: #Syria and Trump Hypocrisy: Blaming Syrian Chemical Attack on Obama https://t.co/VhY9nycDcU #tcot #MAGA https://t.co/pAlttâ¦,Fear
371,RT @pmsxa: #Breaking: #NATO/#GCC backed terrorists' warehouse w/ chemical weapons hit by #Syria|n airstrike in #Idlib â Russian MOD https:/â¦,Fear
372,RT @nayyeroar: One edit  not believes  he CAN. That's been the reality in #Syria for years. https://t.co/TGzgPapwX0,Sadness
373,"RIP to all those in #syria
Those images and videos are some of the worst I have ever seen.",Sadness
374,"RT @followFDD: ""If #IranAir is found ferrying weapons/fighters to #Syria  Boeing/Airbus would unwittingly become accessories to war crimes""â¦",Fear
375,"RT @Free_Media_Hub: *Assad to the Hague 
Petition click to add your name  now https://t.co/fHgwUyukAL  #Syria #idlib https://t.co/urfmCJcRdX",Fear
376,RT @peterdaou: Obama's #Syria policy wasn't perfect  but for the Trump administration to blame him for an atrocity like this is beyond reprâ¦,Fear
377,RT @peterdaou: Obama's #Syria policy wasn't perfect  but for the Trump administration to blame him for an atrocity like this is beyond reprâ¦,Fear
378,RT @Partisangirl: Why would the white helmets receive Sarin respirator suits only a month before the attack  #Syria doesn't have Sarin httpâ¦,Fear
379,RT @AnitaTweets7: The lack of action taken by those in power has devastating consequences and is a crime against humanity #syria,Fear
380,RT @Partisangirl: Why would the white helmets receive Sarin respirator suits only a month before the attack  #Syria doesn't have Sarin httpâ¦,Fear
381,RT @Evan_McMullin: When free world leaders turn a blind eye to human rights  tyrants accelerate their unspeakable atrocities. #Syria https:â¦,Fear
382,RT @KyDems: @jimsciutto @jimsciutto  it's a shame that Trump reacted faster to condemn Meryl Streep than the attack in #Syria: https://t.coâ¦,Fear
383,@guardian Guardian front page #fakenews debunked #Syria https://t.co/n7xFBlSIt8,Surprise
384,RT @peterdaou: Obama's #Syria policy wasn't perfect  but for the Trump administration to blame him for an atrocity like this is beyond reprâ¦,Fear
385,RT @RonanLTynan: #Breaking: 170 gas attacks in #Syria by #Assad since chemical massacre of 1 500 civilians incl kids in 2013 via @jonsnowC4â¦,Fear
386,RT @NaplesResists: .@nikkihaley Children are dying in #Syria today bc of #assadâs #chemicalattacks. We beg you to help. #UNSC https://t.co/â¦,Fear
387,"ICYMI  a rare good news story from #Syria: Football on the frontline
They could still qualify for 2018 #football WC
https://t.co/F3iwaN6i59",Joy
388,RT @carloslcurbelo: .@POTUS @NikkiHaley @StateDept still ok with #Assad leading #Syria? Here's what he did a few hours ago  https://t.co/Q6â¦,Surprise
389,RT @RadioFreeTom: This revisionist history about Obama being shut down by Congress in #Syria is among the worst kinds of bullshit there isâ¦,Fear
390,"RT @Hamletgarcia17: Children should never pay for the mistakes of adults #syria     
@realDonaldTrump @RevJJackson @UN @USEmbassySyria #Basâ¦",Fear
391,Rest In Peace all the lost souls in Syria :( the world is only going to get worse before it gets better........ #SyriaChemicalAttack #Syria,Joy
392,RT @zlando: Everyone is surprised that the #UN does nothing about #Syria. Arabs have rendered the UN helpless unless bashing #Israel. Get iâ¦,Surprise
393,RT @MaherZain: This is outrages! #Syria #Idlib #PrayerForSyria https://t.co/Aps2vhavgs,Anger
394,@SenFeinstein @SenFeinstein #Israel #bombed #Syria with chemicals they fired missiles at #IAF then they accuseâ¦ https://t.co/ycDppSvwMA,Fear
395,"RT @StateDept: Secretary Tillerson: The United States strongly condemns the chemical weapons attack in Idlib province  #Syria.
https://t.coâ¦",Surprise
396,RT @Evan_McMullin: When free world leaders turn a blind eye to human rights  tyrants accelerate their unspeakable atrocities. #Syria https:â¦,Fear
397,Interesting spin by #Russia trying to make #Assad look better-is there any truth to this story? #GasAttack #Idlibâ¦ https://t.co/5biZkF32Al,Surprise
398,RT @Evan_McMullin: When free world leaders turn a blind eye to human rights  tyrants accelerate their unspeakable atrocities. #Syria https:â¦,Fear
399,I'm not going to share the actual post  because I was sick on my desk just then. Witness innocent men  women &amp; children dying #Syria,Disgust
400,RT @Evan_McMullin: When free world leaders turn a blind eye to human rights  tyrants accelerate their unspeakable atrocities. #Syria https:â¦,Fear
401,RT @Evan_McMullin: When free world leaders turn a blind eye to human rights  tyrants accelerate their unspeakable atrocities. #Syria https:â¦,Fear
402,RT @Evan_McMullin: When free world leaders turn a blind eye to human rights  tyrants accelerate their unspeakable atrocities. #Syria https:â¦,Fear
403,RT @Evan_McMullin: When free world leaders turn a blind eye to human rights  tyrants accelerate their unspeakable atrocities. #Syria https:â¦,Fear
404,@PressSec it is grotesque to use a tragedy in #Syria to score political points by bashing the previous administration.,Fear
405,RT @ruspoker: @AlabedBana #Russia lies and lies! Fascist regime of Assad must die for genocide people #Syria! #Idlib #Aleppo #politics #Truâ¦,Fear
406,"RT @JHahnEU: #SyriaConf2017:""Disastr.  attack in #Syria t'day  claiming again so many innocent lives shows urgency 2 stop violence+need f pâ¦",Joy
407,"RT @hardball: ""You're never putting Humpty Dumpty back together again."" @JNSmall on the country that #Syria used to be before the war #Syriâ¦",Fear
408,RT @mahdi13203505: In coordination with #Assad regime #Hezbollah smuggled huge amounts of #chemical weapons from #Syria &amp; stored it in N. #â¦,Fear
409,"RT @AHudhayfah: #Syria in the past 24 hours: Massacres after massacres...

#Idlib #Damascus #Hama https://t.co/n8CCWIUQ33",Fear
410,RT @SenJohnMcCain: Another vicious chemical attack in #Syria - how do the Syrian people determine their own future while they are being slaâ¦,Fear
411,"RT @CodeAud: Death toll rises to 58 victims of chemical attack have pin-point pupils  a signs of Sarin gas exposure #Idlib #Syria
https://tâ¦",Disgust
412,RT @peterdaou: Obama's #Syria policy wasn't perfect  but for the Trump administration to blame him for an atrocity like this is beyond reprâ¦,Fear
